424	2760
425	1662
426	1774
427	1136
428	2162
429	2496
430	94
431	2803
432	2859
433	2376
434	2432
435	762
436	397
437	562
438	26
439	837
440	1313
441	455
442	1479
443	2553
444	114
445	2584
446	1309
447	1889
448	2816
449	639
450	2288
451	1221
452	979
453	2820
454	1657
455	2319
456	1334
457	2965
458	2903
459	1349
460	2532
461	1727
462	2987
463	714
464	2233
465	1774
466	1557
467	1250
468	121
469	2595
470	312
471	1428
472	468
473	1508
474	1716
475	1940
476	566
477	354
478	1110
479	248
480	2730
481	1906
482	1438
483	2327
484	1671
485	2241
486	1661
487	1306
488	906
489	27
490	345
491	1875
492	635
493	1195
494	1486
495	589
496	2860
497	226
498	1726
499	1957
500	1015
501	2521
502	2613
503	1309
504	1324
505	490
506	2
507	2664
508	1644
509	2144
510	1677
511	812
512	2287
513	1027
514	2992
515	420
516	1608
517	1576
518	1924
519	2224
520	605
521	855
522	2852
523	1151
524	185
525	323
526	947
527	467
528	638
529	2412
530	2257
531	1949
532	1784
533	664
534	1488
535	782
536	993
537	751
538	1069
539	1820
540	782
541	2098
542	2791
543	2632
544	533
545	2794
546	377
547	899
548	2218
549	1258
550	40
551	2533
552	686
553	1640
554	2529
555	1428
556	23
557	532
558	1773
559	295
560	1447
561	2965
562	2781
563	576
564	297
565	2755
566	1809
567	911
568	1342
569	1149
570	2291
571	255
572	1316
573	2879
574	1159
575	190
576	2400
577	851
578	2163
579	2528
580	2034
581	1969
582	2921
583	1595
584	1526
585	2151
586	2633
587	1259
588	2343
589	2378
590	2176
591	1065
592	404
593	1419
594	2002
595	429
596	868
597	2498
598	1698
599	1336
600	2386
601	1600
602	1634
603	1214
604	480
605	2262
606	649
607	1833
608	693
609	385
610	129
611	1811
612	1245
613	1345
614	524
615	361
616	2361
617	1861
618	1636
619	1326
620	944
621	302
622	2798
623	1590
624	1317
625	24
626	450
627	1406
628	958
629	2633
630	2407
631	695
632	557
633	962
634	1715
635	1615
636	1221
637	2996
638	2730
639	1416
640	1824
641	756
642	796
643	2411
644	682
645	1342
646	2534
647	1233
648	695
649	333
650	2582
651	1603
652	2031
653	1600
654	819
655	1015
656	1868
657	1171
658	1211
659	459
660	1815
661	1022
662	1217
663	2051
664	1123
665	1105
666	2523
667	796
668	983
669	1528
670	2781
671	1682
672	2974
673	2874
674	2001
675	2682
676	1161
677	544
678	1369
679	1777
680	14
681	990
682	809
683	2162
684	2516
685	2396
686	2413
687	2563
688	834
689	819
690	2438
691	2948
692	2673
693	482
694	1779
695	388
696	2334
697	41
698	6
699	2136
700	783
701	1592
702	268
703	1504
704	1249
705	578
706	737
707	1072
708	2655
709	467
710	2524
711	2668
712	1832
713	2854
714	66
715	585
716	1634
717	2315
718	1532
719	2056
720	1878
721	1126
722	498
723	1895
724	826
725	1492
726	2250
727	2222
728	1005
729	405
730	1053
731	956
732	87
733	1727
734	625
735	2829
736	2918
737	2759
738	2543
739	743
740	2467
741	1792
742	767
743	884
744	1138
745	2984
746	843
747	2385
748	2481
749	2413
750	1156
751	2746
752	1800
753	1965
754	1853
755	1446
756	2969
757	2010
758	2157
759	1417
760	2120
761	1918
762	334
763	485
764	820
765	296
766	2552
767	2119
768	301
769	1168
770	300
771	495
772	905
773	220
774	2775
775	991
776	397
777	1739
778	442
779	249
780	2973
781	817
782	1223
783	2689
784	235
785	814
786	702
787	157
788	651
789	2020
790	1167
791	2009
792	1659
793	2482
794	1320
795	2178
796	1014
797	1614
798	2602
799	1706
800	2492
801	2325
802	2805
803	1915
804	2513
805	2530
806	2460
807	2227
808	97
809	478
810	1377
811	785
812	1623
813	302
814	2707
815	1883
816	1842
817	2287
818	2661
819	1747
820	1606
821	1750
822	107
823	2500
824	1830
825	404
826	1944
827	2218
828	890
829	1031
830	199
831	345
832	2791
833	2748
834	669
835	258
836	736
837	1450
838	472
839	2711
840	1510
841	1854
842	1346
843	2252
844	2291
845	2902
846	2252
847	2676
848	254
849	15
850	1492
851	1967
852	1073
853	2674
854	2207
855	2729
856	2155
857	39
858	2433
859	796
860	41
861	886
862	1471
863	2104
864	145
865	1568
866	172
867	2870
868	1439
869	2473
870	1107
871	2463
872	231
873	565
874	2940
875	617
876	951
877	2496
878	2831
879	728
880	2722
881	835
882	624
883	86
884	2227
885	1738
886	2052
887	68
888	125
889	1654
890	475
891	582
892	721
893	451
894	1961
895	2521
896	1170
897	1457
898	1332
899	1505
900	1221
901	1152
902	2231
903	2134
904	1382
905	1787
906	1531
907	548
908	2940
909	979
910	1815
911	1421
912	2960
913	1121
914	2256
915	540
916	645
917	926
918	1220
919	943
920	2232
921	2794
922	2259
923	1129
924	2827
925	2887
926	930
927	634
928	2458
929	360
930	243
931	1802
932	2055
933	377
934	1493
935	1928
936	162
937	210
938	1085
939	74
940	582
941	228
942	2604
943	1023
944	64
945	2837
946	681
947	545
948	2540
949	726
950	1266
951	2870
952	441
953	1093
954	1500
955	2943
956	1823
957	1018
958	1518
959	2482
960	2603
961	1867
962	2299
963	660
964	1226
965	1241
966	1933
967	2092
968	138
969	1224
970	1508
971	2975
972	1355
973	2790
974	362
975	952
976	2014
977	1374
978	2179
979	86
980	2872
981	149
982	852
983	693
984	2156
985	2620
986	496
987	1664
988	2477
989	2724
990	616
991	770
992	636
993	804
994	2723
995	2871
996	2165
997	1698
998	21
999	127
1000	1167
1001	1464
1002	234
1003	1574
1004	890
1005	1770
1006	135
1007	2676
1008	2203
1009	2683
1010	1253
1011	1096
1012	1930
1013	2951
1014	162
1015	2166
1016	2996
1017	1888
1018	2652
1019	2944
1020	1225
1021	608
1022	1586
1023	2741
1024	2682
1025	1033
1026	1520
1027	897
1028	1174
1029	1474
1030	2680
1031	1126
1032	48
1033	1926
1034	158
1035	2930
1036	851
1037	579
1038	76
1039	2127
1040	160
1041	1701
1042	438
1043	2501
1044	543
1045	2535
1046	2370
1047	1920
1048	1981
1049	2056
1050	1873
1051	1775
1052	2856
1053	507
1054	1591
1055	2878
1056	429
1057	2408
1058	2142
1059	2787
1060	2804
1061	2401
1062	1990
1063	1977
1064	2915
1065	2534
1066	236
1067	1949
1068	422
1069	395
1070	167
1071	2176
1072	652
1073	781
1074	396
1075	228
1076	1276
1077	164
1078	1392
1079	2635
1080	184
1081	399
1082	908
1083	2886
1084	2657
1085	1974
1086	2535
1087	2486
1088	2542
1089	381
1090	2182
1091	1704
1092	1221
1093	1196
1094	2662
1095	1717
1096	2163
1097	2106
1098	180
1099	1242
1100	808
1101	2753
1102	1256
1103	2943
1104	2573
1105	332
1106	2588
1107	1459
1108	916
1109	2807
1110	2542
1111	796
1112	2070
1113	2045
1114	700
1115	206
1116	2200
1117	826
1118	2633
1119	2115
1120	642
1121	1133
1122	1691
1123	2689
1124	942
1125	1386
1126	1257
1127	48
1128	2103
1129	1985
1130	2843
1131	2752
1132	672
1133	664
1134	2125
1135	2140
1136	2031
1137	842
1138	2777
1139	2309
1140	843
1141	2509
1142	163
1143	2482
1144	1057
1145	1365
1146	790
1147	1045
1148	2007
1149	1260
1150	990
1151	598
1152	2060
1153	2103
1154	919
1155	1348
1156	2751
1157	1358
1158	1556
1159	1992
1160	1343
1161	2562
1162	1905
1163	624
1164	1926
1165	2536
1166	2319
1167	96
1168	2698
1169	839
1170	865
1171	2412
1172	2491
1173	2021
1174	549
1175	1228
1176	2549
1177	479
1178	689
1179	1632
1180	831
1181	519
1182	2744
1183	2434
1184	482
1185	2591
1186	2605
1187	1472
1188	1061
1189	1958
1190	2222
1191	2447
1192	1942
1193	524
1194	2076
1195	210
1196	1346
1197	2272
1198	1638
1199	1645
1200	1706
1201	2950
1202	1612
1203	495
1204	29
1205	263
1206	1637
1207	2684
1208	1748
1209	1864
1210	276
1211	847
1212	1149
1213	1271
1214	892
1215	1406
1216	2918
1217	196
1218	2256
1219	1374
1220	1620
1221	132
1222	2892
1223	1889
1224	2985
1225	2527
1226	1928
1227	624
1228	1505
1229	1405
1230	907
